Name,Stars,Rewatch,Review
marshalljenkins,★★★,Watched,"Why did they put the conference room right next to the launchpad at ground level? I’m talking less than 30 feet away. Is that cute remote controlled wall heat shielded? Was William Devane scamming the elderly with Rosalind Capital ads to secretly fund NASA? Is he actually a hero?I’m tired. Stop writing your own scripts, Chris."
febaron,★★★★★,Watched,Conseguiu me prender por 3 horas. Plot mto foda e protagonista lindo demais.
5vehead,★★★★★,Watched,Intricate beautiful no notes
santaham,★★★★★,Watched,"everything i wanted and could have hoped for out of a film. startlingly poetic for a science-fiction piece, and nolan’s cinematography expertise lends itself really well to carrying out the visual metaphors"
ikyootoria,★★★★★,Watched,"O MELHOR FILME JA FEITOSou simplesmente apaixonada por esse filme, a sensação de assistir ele é inexplicável.Top filmes que eu faria de tudo pra esquecer so pra poder assistir dnv e sentir a mesma sensação q senti quando assisti pela primeira vez. Enfim, perfeito."
bciniuhm,★★★★,Watched,Good memories of seeing this in theaters with my brothers and mom.
maximumhallway,★★★,Watched,coughcoughTHEDUST
vtmncfernanda,★★★★★,Watched,odeio todas as mulheres que viram esse filme e nao entenderam nada
restyusiu,★★★★★,Watched,"Sempre pensei que interestelar não fosse tão bom, que era muito papo e pouco vapo, mas me provei errado. O filme é visualmente lindo, os planetas são diferentes um do outro, os robôs são gente fina de mais e o plot seria incrível se eu ja não tivesse tomado spoiler (não posso reclamar de tomar spoiler de um filme de 10 anos então resta lamentar).Em muitos momentos o filme me fez passar raiva, mas foi uma raiva boa que…"
filmlover7452,★★★★,Watched,Sad
bkhazzam,★★★★★,Watched,"Best movie ever made. Masterpiece. Dramatic, action filled, plot twists, emotional"
hmzinn,★★★★★,Watched,"Christopher Nolan nunca erra perfeito melhor filme do mundo""Não me deixe partir, Murph!"""
blitz128,★★★★★,Watched,"Initially a slow burn that unfolds into brilliance - time and relativity is reflected in every ounce of music, every cut to Earth, every video clip and birthday message. With urgency chasing the cast, the slow start is appreciated and complimentary to a stress-inducing and heartfelt journey beyond our conceptions of space.This film will always make me cry with just 5 words, I'm sure you know what they are.Nolan and Zimmer may just be the greatest team in cinema."
idkaether,★★★★★,Watched,não sei nem o que dizer só sei que quero me jogar num buraco negro
viniciusrosso,★★★★,Watched,"o filme que me fez gostar de cinema, vou amar pra sempre"
oliviasueann,★★★★★,Watched,why matthew mcconaughey didn’t get AT LEAST an oscar nom for this is something we cannot explain in this galaxy or any others !!!!!!!!!!
filmsbynur,★★★★★,Watched,"christopher nolan, lütfen tutuklan, beni bu kadar ağlatmaya asla hakkın yok. şu an bunları yazarken bile ağlıyorum, sanırım izlediğim 2 saat 49 dakikanın bir film olduğunu unuttum ve unutmaya da devam edeceğim. önümüzdeki birkaç gün belki de hafta bu filmin etkisinden çıkamayacağım kesin, bu filmi bitirmek için sabahladım ve buna değdi, bir ya da iki saat fazlası olsun, yine de izlemeye devam ederdim. bilim ve metafizik öylesine entegre edilmiş ki hayran kaldım. verdiği bariz mesajlar sadece uzay ve gelecek yıllarımızla…"
q_t_jr,★★★½,Watched,"Really good movie, but I didn’t feel like it broke any new ground. Lots of sci-fi plot points and themes that have all been done before. Wasn’t a huge fan of the ending, either. Still, though, not bad."
gabriel19mb,★★★★★,Watched,"Filme muito bonito visualmente, além de muito interessante. Fascinante."
mikeyclaims,★★★★½,Watched,"I finally got the 4k disc with the variable aspect ratio and I appreciate this movie moreIt’s a gargantuan scientific tone poem that does meander a bit but it’s brimming with extraordinary visuals and, like Dunkirk, it’s Hans Zimmer’s score that makes the movie sing.and, of course (spoiler alert-dont click if you havent seen it )4.5/5"
slamlj17,★★★½,Watched,I bet that was emotional for him
dudax2,★★★★★,Watched,foda
noir301,★★★★½,Watched,"The movie is absolutely stunning in terms of cinematography, choice of roles and, above all, the memorable background score. The plot leaves an air of something impactful happening soon, so it's a fantastic experience provided by both the performance of the actors and the quality of Nolan's directing."
b_washbourne,★★★★★,Watched,I guess a father’s love really does transcend space and time.
zez_gval,★★★½,Watched,"My younger self would be very confused if he saw me today giving 5 stars to2001 - A Space Odyssey, and almost 3 stars toInterstellar. I don't want to compare these two movies because they're very different in tone and intention, but watching one right after the other made this Nolan epic feel very flat.The subplot of Earth ending is so uninteresting that it hurts. It feels like they're talking more about some drought in the United…"
moonystarship,★★★★★,Watched,No soy lo suficientemente inteligente para comprender esta película
shivuberani,★★★★★,Watched,"""because my dad promised me"""
theantonian,★★½,Watched,didn’t like that very much
maudeee,★½,Watched,certain film sont déconseiller au jeunes enfant ou au âmes sensible…je déconseille ce dernier à tout ceux qui n’ont pas peter des scores en science au secondaire et qui n’on pas décider de poursuivre leur parcours en science de l’univers et qui n’ont pas étudier la théorie du bing bang pour ensuite avoir été prit dans la nasa et avoir fait plusieurs aller retour dans leur automobile spatial plus connu sous le nom de fusée…j’ai adorer
pirripvs,★★★★★,Watched,my sister wanted to watch againI can forgive the flaws ig(I swear Dune 2 will go up if I watch it again)
charlieberg98,★★★★★,Watched,I’m going to do a full Nolan rewatch. I think I’ve started with the best.
hagrah2morue,★★★★,Watched,J'ai jamais autant accroché que les fans hardcore de ce film qui trouvent que c'est un chef d'oeuvre absolu (y'en a beaucoup).Mais y'a pas a dire c'est quand meme vraiment du haut niveau
remidvr,★★★★★,Watched,J’ai vu un mec détester ce film depuis il s’est fait déshérité
bia_arl,★★★★½,Watched,ABSOLUTE CINEMA
nevaweggen,★★★★★,Watched,Awesome
usermanoela,★★★★½,Watched,top demais - nico
kool_guy,★★★★★,Watched,Sorry but timothee chalamet is so forgettable in this. Every time I watch I always forget he’s in this. I know it’s a basic answer but I still think this is the perfect movie ever made.
cmaddux1,★★★★½,Watched,Rollercoaster of a movie
lysseea,★★★★★,Watched,Ce film nous montre à quel point nous sommes l’infiniment petit et que nos connaissances sont limités et que nous sommes que des milliards de petits etres dans une immensité inconnue✨
capivaramalvada,★★★★½,Watched,obra prima do carai
aarsh11gyani,★★★★,Watched,How to persuade people to give a fuck about the most random ideas in the world - a Christopher Nolan book
camiszz,★★★★★,Watched,"Melhor filme de ficcão cientifica ja feito, chorei igual uma cachorra"
csmrzrzr,★★★★,Watched,Movies that really need to pay attention 100%
calliq,★★★★½,Watched,"So good, so so good. I will need to rewatch it but like. Wow. The sound design is impeccable, the set design is impeccable, the soundtrack is incredible. Overall, extremely enjoyable, but I would not recommend watching this when you are tired, some bits of the plot will go over your head XD"
eggmanifold,★★★★★,Watched,"InterstellarThe film not only captivates with its visuals and sound but also forms a deep emotional connection with the audience. The viewers themselves emotionally entangled with the characters, feeling the weight of their sacrifices and the urgency of their mission.My favourite scenes were : Cooper witnessing his children age rapidly due to the time dilation effect. The sadness on his face as he was watching the videos of his children creates an emotional resonance, emphasising the sacrifice inherent…"
khanth,★★★★★,Watched,um dos poucos filmes no mundo q merecem 5 estrelas de olhos fechados
yuzwix,★★★★★,Watched,"ALL TIME FAVORITEEI think that's my 5th time watching this masterpiece and every time it causes me a headache (in a good way).It took me to another place where I just sat and watched with all of my senses, with so many emotions.I'll never get tired of watching this film and crying over and over again."
jorgeyeve,★★★★★,Watched,Mi película favorita de todos los tiempos
vivance,★★,Watched,zzzZzzzzZzzz
kiarabbbbb,★★★★½,Watched,"Did I get the quantum physics? No. But did I get the love? Yes, yes I did."
corndoggydog,★★★★½,Watched,damon was the only let down.
soundeofsilence,★★★★★,Watched,"Every time I rewatch this masterpiece, I become more and more attached with its profound scientific and philosophical themes.If I wanted to condense the whole movie in a single word, that would be LOVE!Sense of love is the only thing that keeps humankind going, Gives them meaning.Maybe LOVE is the answer to Nihilism;The ultimate destination...I mean, in the movie we saw gravity which led to save the human race by transmitting information beyond the limitations of…"
lukeofurl,★★★★★,Watched,Watched with my parents. My dad chose. He remembered he'd watched it before after it was over. Not sure how you forget it. Mom figured out the plot pretty quick but said she hadn't seen it before. They both seemed to like it though.
